Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL1911821,,0,577.99,1,4.03,18d,CN1CCN(C(=O)[C@@H](COCc2ccncc2)NC(=O)c2cccnc2Oc2ccc(C(F)(F)F)cc2Cl)CC1,IC50,'=',275.0,nM,6.56,,,UO_0000065,11.35,0.22,2.53,6.77,False,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL2024680,,0,427.74,1,7.38,RBM2-1B,CCCCCCCCCCCCCS/C=C/[C@H](CO)NC(=O)CCCCCCC,Inhibition,,,,,,Not Active,,,,,,False,CHEMBL2026170,Inhibition of GlcCer synthase in human A549 cells using CerC6NBD as substrate preincubated for 24 hrs prior substrate addition measured after 3 hrs by HPLC-FD analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2021903,1,Scientific Literature,Bioorg. Med. Chem.,2012,CHEMBL3307651
CHEMBL2012656,,0,456.67,0,3.42,3,CCCCCCCCCN1C(=O)N(CCCCCCCCC)[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]21,Inhibition,,,,,,Not Active,,,,,,False,CHEMBL2015468,Inhibition of glucosylceramide synthase in human A549 cells at 250 uM after 15 mins,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2010653,1,Scientific Literature,ACS Med. Chem. Lett.,2011,CHEMBL3307651
CHEMBL3354020,,0,467.69,0,3.74,14,CC(C)=CCC/C(C)=C/CC/C(C)=C/CCOCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,IC50,,,,,,Not Active,,,,,,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354025,,0,415.53,0,1.8,19,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1,IC50,'=',50.0,nM,7.3,,,UO_0000065,17.57,0.33,5.5,7.82,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354038,,0,415.53,0,1.8,32,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1,IC50,'=',8.0,nM,8.1,,,UO_0000065,19.49,0.37,6.3,8.67,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354052,,0,483.53,0,2.82,46,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccc(C(F)(F)F)cc2)cc1,IC50,'=',20.0,nM,7.7,,,UO_0000065,15.92,0.31,4.88,8.24,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354058,,0,416.52,0,1.19,52,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2cccnc2)cc1,IC50,'=',2000.0,nM,5.7,,,UO_0000065,13.68,0.26,4.51,5.36,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354040,,0,429.56,0,2.11,34,Cc1cccc(-c2ccc(COCCCCCN3C[C@H](O)[C@@H](O)[C@H](O)[C@H]3CO)cc2)c1,IC50,'=',100.0,nM,7.0,,,UO_0000065,16.3,0.31,4.89,7.5,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL416418,,0,390.57,0,3.68,PDMP,CCCCCCCCCC(=O)N[C@H](CN1CCOCC1)[C@H](O)c1ccccc1,Inhibition,'=',16.0,%,,,,UO_0000187,,,,,False,CHEMBL3599364,Inhibition of glucosylceramide synthase (unknown origin) at 5 uM,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3596159,1,Scientific Literature,MedChemComm,2014,
CHEMBL3596255,,0,374.57,0,4.44,"Figure 6,6",CCCCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccccc1,IC50,'=',4000.0,nM,5.4,,,UO_0000065,14.41,0.27,0.96,10.27,False,CHEMBL3599363,Inhibition of glucosylceramide synthase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3596159,1,Scientific Literature,MedChemComm,2014,
CHEMBL560401,,0,388.6,1,5.28,3,CCCCCCCCCCCCCCNC(=O)[C@H](CO)/N=C/c1ccccc1,Ratio,'=',0.8,,,,,,,,,,False,CHEMBL3117001,Inhibition of GCS in human NCI/ADR-RES cells assessed as decrease in ratio of glucosylceramide to ceramide level at IC50 after 4 hrs by TLC assay,B,BAO_0000219,cell-based format,Homo sapiens,,,ADR-RES,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3112569,1,Scientific Literature,Bioorg. Med. Chem.,2014,
CHEMBL2110588,ELIGLUSTAT,4,404.55,0,3.43,Genz-112638,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,IC50,'=',16.0,nM,7.8,,,UO_0000065,19.27,0.37,4.37,10.98,False,CHEMBL3599363,Inhibition of glucosylceramide synthase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3596159,1,Scientific Literature,MedChemComm,2014,
CHEMBL1911813,,0,527.0,1,3.76,16j,CN1CCN(C(=O)[C@@H](COCc2ccccc2)NC(=O)c2cc(F)cnc2Oc2ccc(Cl)cc2)CC1,IC50,'=',180.0,nM,6.75,,,UO_0000065,12.8,0.25,2.98,8.03,False,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL1911679,,0,404.55,0,3.43,"7, Genz-112638",CCCCCCCC(=O)N[C@@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,IC50,'=',16.0,nM,7.8,,,UO_0000065,19.27,0.37,4.37,10.98,True,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL1911814,,0,561.44,1,4.41,16k,CN1CCN(C(=O)[C@@H](COCc2ccccc2)NC(=O)c2cc(F)cnc2Oc2ccc(Cl)cc2Cl)CC1,IC50,'=',3.0,nM,8.52,,,UO_0000065,15.18,0.31,4.11,10.15,False,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL2012659,,0,432.64,0,3.72,6,CCCCCCCCCO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1OCCCCCCCCC,Inhibition,,,,,,Not Active,,,,,,False,CHEMBL2015468,Inhibition of glucosylceramide synthase in human A549 cells at 250 uM after 15 mins,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2010653,1,Scientific Literature,ACS Med. Chem. Lett.,2011,CHEMBL3307651
CHEMBL2012658,,0,219.2,1,-4.22,5,N[C@]12NC(=O)N[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H]2O,Inhibition,,,,,,Not Active,,,,,,False,CHEMBL2015468,Inhibition of glucosylceramide synthase in human A549 cells at 250 uM after 15 mins,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2010653,1,Scientific Literature,ACS Med. Chem. Lett.,2011,CHEMBL3307651
CHEMBL3354622,,0,429.56,0,2.36,61,C[C@H](OCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)c1ccc(-c2ccccc2)cc1,IC50,'=',70.0,nM,7.16,,,UO_0000065,16.66,0.32,4.79,7.66,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354018,,0,617.96,2,6.34,12,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OCCCCCN5C[C@H](O)[C@@H](O)[C@H](O)[C@H]5CO)CC[C@]4(C)[C@H]3CC[C@@]21C,IC50,'=',1000.0,nM,6.0,,,UO_0000065,9.71,0.19,-0.34,6.42,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354029,,0,411.58,0,1.54,23,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCCOCC12CC3CC(CC(C3)C1)C2,IC50,'=',250.0,nM,6.6,,,UO_0000065,16.04,0.31,5.06,7.07,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354056,,0,487.59,0,1.96,50,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccc3c(c2)OCCCO3)cc1,IC50,'=',25.0,nM,7.6,,,UO_0000065,15.59,0.3,5.64,6.8,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354036,,0,439.55,0,2.44,30,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1cc2ccccc2c2ccccc12,IC50,,,,,,Not Active,,,,,,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354028,,0,379.54,0,1.69,22,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCC/C=C\C12CC3CC(CC(C3)C1)C2,IC50,,,,,,Not Active,,,,,,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354031,,0,617.96,2,6.34,25,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OCCCCCN5C[C@H](O)[C@@H](O)[C@H](O)[C@@H]5CO)CC[C@]4(C)[C@H]3CC[C@@]21C,IC50,'=',1000.0,nM,6.0,,,UO_0000065,9.71,0.19,-0.34,6.42,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354033,,0,467.69,0,3.74,27,CC(C)=CCC/C(C)=C/CC/C(C)=C/CCOCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@@H]1CO,IC50,'=',2500.0,nM,5.6,,,UO_0000065,11.98,0.23,1.86,6.0,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354046,,0,440.54,0,1.67,40,N#Cc1cccc(-c2ccc(COCCCCCN3C[C@H](O)[C@@H](O)[C@H](O)[C@H]3CO)cc2)c1,IC50,'=',50.0,nM,7.3,,,UO_0000065,16.57,0.31,5.63,6.23,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354628,,0,429.56,0,2.36,67,C[C@H](OCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@@H]1CO)c1ccc(-c2ccccc2)cc1,IC50,'=',40.0,nM,7.4,,,UO_0000065,17.22,0.33,5.04,7.92,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354631,,0,415.53,0,1.8,70,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1cccc(-c2ccccc2)c1,IC50,'=',70.0,nM,7.16,,,UO_0000065,17.22,0.33,5.35,7.66,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354633,,0,451.51,0,2.04,72,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCC(F)(F)COCc1ccc(-c2ccccc2)cc1,IC50,'=',15.0,nM,7.82,,,UO_0000065,17.33,0.33,5.78,8.38,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354632,,0,451.51,0,2.04,71,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CC(F)(F)CCCOCc1ccc(-c2ccccc2)cc1,IC50,'=',20.0,nM,7.7,,,UO_0000065,17.05,0.33,5.66,8.24,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL1087641,,0,418.58,0,3.82,Genz-123346,CCCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,IC50,'=',9.0,nM,8.05,,,UO_0000065,19.22,0.37,4.23,11.33,False,CHEMBL3599363,Inhibition of glucosylceramide synthase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3596159,1,Scientific Literature,MedChemComm,2014,
CHEMBL3596253,,0,607.02,2,9.9,"Figure 6, (2S,3R)",CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CN1CCOCC1)NC(=O)CCCCCCCCCCCCCCC,Inhibition,'=',5.0,%,,,,UO_0000187,,,,,False,CHEMBL3599364,Inhibition of glucosylceramide synthase (unknown origin) at 5 uM,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3596159,1,Scientific Literature,MedChemComm,2014,
CHEMBL1522805,,0,474.73,1,6.02,PPMP,CCCCCCCCCCCCCCCC(=O)N[C@H](CN1CCOCC1)[C@H](O)c1ccccc1,Inhibition,'=',32.0,%,,,,UO_0000187,,,,,False,CHEMBL3599364,Inhibition of glucosylceramide synthase (unknown origin) at 5 uM,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3596159,1,Scientific Literature,MedChemComm,2014,
CHEMBL3354638,,0,415.53,0,1.8,80,OC[C@@H]1[C@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1,IC50,'=',100.0,nM,7.0,,,UO_0000065,16.85,0.32,5.2,7.5,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3114062,,0,399.58,0,4.92,406,CCCCCCCCCC/C=C/C=C/C(=O)[C@H](CO)NC(=O)Cc1ccccc1,Ratio,'=',1.0,,,,,,,,,,False,CHEMBL3117001,Inhibition of GCS in human NCI/ADR-RES cells assessed as decrease in ratio of glucosylceramide to ceramide level at IC50 after 4 hrs by TLC assay,B,BAO_0000219,cell-based format,Homo sapiens,,,ADR-RES,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3112569,1,Scientific Literature,Bioorg. Med. Chem.,2014,
CHEMBL2163822,,0,540.29,1,4.5,26,O=C([C@H](Cc1ccc(Br)cc1)NC(=O)C1(c2ccc(Cl)cc2Cl)CC1)N1CCC(O)CC1,IC50,,,,,,Not Determined,,,,,,False,CHEMBL2167349,Inhibition of GCS in human A549 cells assessed as decrease in GM1 synthesis after 72 hrs by Fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3307651
CHEMBL2163822,,0,540.29,1,4.5,26,O=C([C@H](Cc1ccc(Br)cc1)NC(=O)C1(c2ccc(Cl)cc2Cl)CC1)N1CCC(O)CC1,IC50,'=',260.0,nM,6.58,,,UO_0000065,12.19,0.28,2.09,9.46,False,CHEMBL2167350,Inhibition of GCS assessed as amount of UDP glucose after 3 hrs by Fluorometry analysis,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL2163829,,0,499.44,0,4.01,8a,CN1CCN(C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CC1,IC50,'=',10.0,nM,8.0,,,UO_0000065,16.02,0.32,3.99,11.69,False,CHEMBL2167350,Inhibition of GCS assessed as amount of UDP glucose after 3 hrs by Fluorometry analysis,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL2163827,,0,570.44,2,5.13,31,NC1C[C@@H]2CC[C@H](C1)N2C(=O)[C@H](Cc1ccc(Cl)cc1Cl)NC(=O)C1(c2ccc(OC(F)(F)F)cc2)CC1,IC50,'=',8.0,nM,8.1,,,UO_0000065,14.19,0.29,2.97,9.56,False,CHEMBL2167349,Inhibition of GCS in human A549 cells assessed as decrease in GM1 synthesis after 72 hrs by Fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3307651
CHEMBL2163836,,0,529.29,1,4.88,22,C[C@@H]1CN(C(=O)[C@H](Cc2ccc(Cl)cc2Cl)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CCN1,IC50,,,,,,Not Determined,,,,,,False,CHEMBL2167349,Inhibition of GCS in human A549 cells assessed as decrease in GM1 synthesis after 72 hrs by Fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3307651
CHEMBL2163831,,0,460.41,0,3.53,17,CN1CCN(C(=O)[C@H](Cc2ccccc2)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CC1,IC50,,,,,,Not Determined,,,,,,False,CHEMBL2167349,Inhibition of GCS in human A549 cells assessed as decrease in GM1 synthesis after 72 hrs by Fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3307651
